transaction_id,customer_id,amount,payment_method,status,failure_reason,created_at
TXN00231,C0913,11873,upi,success,,2026-08-27 01:19:00
TXN00232,C0706,5733,upi,success,,2026-08-11 19:57:00
TXN00233,C0975,11645,upi,success,,2026-08-08 16:33:00
TXN00234,C0110,9754,card,success,,2026-07-30 00:55:00
TXN00235,C0221,10212,upi,success,,2026-08-15 03:17:00
TXN00236,C0370,5578,upi,success,,2026-08-12 06:19:00
TXN00237,C0368,6433,card,success,,2026-08-13 21:56:00
TXN00238,C0436,2863,card,success,,2026-08-24 08:03:00
TXN00239,C0918,11330,card,success,,2026-07-16 19:03:00
TXN00240,C0004,9665,netbanking,success,,2026-08-09 09:39:00
TXN00241,C0244,3526,upi,failed,network_error,2026-08-23 00:06:00
TXN00242,C0902,3859,wallet,failed,insufficient_funds,2026-08-26 08:12:00
TXN00243,C0166,11337,netbanking,failed,invalid_card,2026-07-22 01:39:00
TXN00244,C0026,11410,upi,success,,2026-07-24 16:41:00
TXN00245,C0395,1331,upi,success,,2026-07-30 20:35:00
TXN00246,C0474,4963,upi,failed,bank_declined,2026-08-06 03:12:00
TXN00247,C0017,6937,upi,success,,2026-08-04 14:31:00
TXN00248,C0728,11028,card,refunded,,2026-07-29 18:46:00
TXN00249,C0092,11421,card,refunded,,2026-08-01 17:18:00
TXN00250,C0483,11411,card,failed,insufficient_funds,2026-07-15 08:58:00
TXN00251,C0543,13769,upi,success,,2026-08-25 17:32:00
TXN00252,C0205,5292,upi,success,,2026-08-27 22:04:00
TXN00253,C0502,6222,netbanking,failed,invalid_card,2026-08-03 06:38:00
TXN00254,C0931,12769,upi,success,,2026-08-09 17:55:00
TXN00255,C0400,3359,wallet,success,,2026-07-05 06:05:00
TXN00256,C0207,13715,upi,success,,2026-08-02 23:51:00
TXN00257,C0619,6359,wallet,failed,network_error,2026-07-21 04:06:00
TXN00258,C0146,7518,upi,success,,2026-07-08 00:34:00
TXN00259,C0879,13423,upi,success,,2026-07-01 10:37:00
TXN00260,C0101,8645,upi,success,,2026-07-27 19:54:00
TXN00261,C0880,5507,card,success,,2026-07-25 20:16:00
TXN00262,C0830,8720,netbanking,refunded,,2026-07-17 09:20:00
TXN00263,C0880,10983,upi,success,,2026-08-26 19:07:00
TXN00264,C0241,11222,netbanking,success,,2026-07-19 14:49:00
TXN00265,C0923,3244,card,failed,network_error,2026-07-17 11:56:00
TXN00266,C0759,9812,card,success,,2026-08-11 07:09:00
TXN00267,C0163,5836,card,success,,2026-07-27 15:28:00
TXN00268,C0884,11793,upi,success,,2026-08-23 14:25:00
TXN00269,C0173,3092,upi,success,,2026-08-23 09:42:00
TXN00270,C0502,5488,netbanking,success,,2026-07-09 06:00:00
TXN00271,C0547,6012,netbanking,success,,2026-08-27 20:39:00
TXN00272,C0284,14901,wallet,success,,2026-08-09 16:35:00
TXN00273,C0359,13689,netbanking,failed,bank_declined,2026-08-15 08:36:00
TXN00274,C0381,854,upi,failed,insufficient_funds,2026-08-19 04:56:00
TXN00275,C0870,5681,card,success,,2026-07-07 01:27:00
TXN00276,C0905,959,upi,success,,2026-08-23 15:40:00
TXN00277,C0972,6982,wallet,success,,2026-07-28 05:31:00
TXN00278,C0911,1998,upi,success,,2026-08-29 08:29:00
TXN00279,C0533,5359,card,success,,2026-08-24 19:30:00
TXN00280,C0820,11363,upi,success,,2026-07-29 18:17:00
TXN00281,C0163,12903,upi,failed,bank_declined,2026-08-28 18:58:00
TXN00282,C0609,11818,upi,success,,2026-08-13 15:07:00
TXN00283,C0307,8646,netbanking,success,,2026-07-22 19:57:00
TXN00284,C0339,5462,card,success,,2026-07-15 05:59:00
TXN00285,C0055,4023,upi,success,,2026-07-06 13:03:00
TXN00286,C0983,2076,card,success,,2026-08-01 00:16:00
TXN00287,C0333,11149,card,success,,2026-07-04 21:55:00
TXN00288,C0127,11016,upi,success,,2026-07-14 15:02:00
TXN00289,C0940,13387,upi,success,,2026-08-22 01:35:00
TXN00290,C0705,6354,netbanking,success,,2026-08-12 03:06:00
TXN00291,C0243,7987,card,success,,2026-08-08 21:25:00
TXN00292,C0861,12513,upi,success,,2026-07-08 22:03:00
TXN00293,C0600,11396,card,failed,invalid_card,2026-08-11 23:57:00
TXN00294,C0848,4716,upi,success,,2026-08-15 03:55:00
TXN00295,C0409,3934,upi,success,,2026-07-23 20:23:00
TXN00296,C0503,9636,upi,success,,2026-07-06 01:51:00
TXN00297,C0727,6172,upi,success,,2026-08-05 03:31:00
TXN00298,C0604,6839,card,success,,2026-07-15 07:35:00
TXN00299,C0303,5556,netbanking,success,,2026-08-09 10:48:00
TXN00300,C0464,6580,upi,success,,2026-07-24 07:40:00
TXN00301,C0235,1208,upi,success,,2026-08-09 14:52:00
TXN00302,C0696,4514,card,success,,2026-07-30 18:58:00
TXN00303,C0038,9902,netbanking,success,,2026-07-17 15:12:00
TXN00304,C0139,10351,card,success,,2026-08-27 11:50:00
TXN00305,C0195,2708,netbanking,success,,2026-07-11 13:47:00
TXN00306,C0527,4958,upi,refunded,,2026-07-10 13:20:00
TXN00307,C0769,2882,card,success,,2026-07-07 03:06:00
TXN00308,C0647,7511,upi,success,,2026-08-25 04:35:00
TXN00309,C0001,1189,upi,success,,2026-08-27 18:53:00
TXN00310,C0561,12676,upi,success,,2026-08-11 23:12:00
TXN00311,C0096,8646,upi,success,,2026-08-21 09:16:00
TXN00312,C0713,12555,netbanking,success,,2026-08-10 10:04:00
TXN00313,C0413,4911,netbanking,success,,2026-07-07 00:33:00
TXN00314,C0538,6679,upi,refunded,,2026-07-26 02:38:00
TXN00315,C0855,7164,upi,failed,network_error,2026-08-22 01:49:00
TXN00316,C0429,13361,upi,success,,2026-07-12 01:04:00
TXN00317,C0235,14835,upi,success,,2026-07-11 16:36:00
TXN00318,C0349,8275,card,success,,2026-08-07 12:39:00
TXN00319,C0756,14113,netbanking,success,,2026-07-04 00:14:00
TXN00320,C0870,4652,wallet,success,,2026-07-19 22:28:00
TXN00321,C0481,8647,card,success,,2026-08-14 21:16:00
TXN00322,C0839,1207,card,success,,2026-07-16 07:48:00
TXN00323,C0396,6696,upi,success,,2026-07-20 14:47:00
TXN00324,C0351,10147,upi,success,,2026-08-15 05:21:00
TXN00325,C0416,7888,upi,failed,bank_declined,2026-07-12 07:25:00
TXN00326,C0886,10963,card,success,,2026-07-17 18:16:00
TXN00327,C0916,4108,card,success,,2026-08-11 22:18:00
TXN00328,C0887,11389,upi,success,,2026-07-27 05:47:00
TXN00329,C0051,3003,upi,success,,2026-07-17 23:05:00
TXN00330,C0081,12157,upi,success,,2026-07-14 04:01:00
TXN00331,C0036,4579,wallet,success,,2026-07-24 05:23:00
TXN00332,C0067,11775,upi,success,,2026-07-14 01:43:00
TXN00333,C0641,298,card,success,,2026-08-22 08:49:00
TXN00334,C0882,8588,card,success,,2026-08-19 09:23:00
TXN00335,C0667,10921,upi,success,,2026-07-18 22:52:00
TXN00336,C0757,1077,card,success,,2026-07-27 01:35:00
TXN00337,C0623,2068,netbanking,failed,insufficient_funds,2026-07-05 20:44:00
TXN00338,C0680,2865,upi,success,,2026-07-20 07:43:00
TXN00339,C0481,1588,netbanking,success,,2026-08-07 13:26:00
TXN00340,C0468,2615,upi,success,,2026-07-05 22:51:00
TXN00341,C0142,8961,upi,success,,2026-08-27 19:12:00
TXN00342,C0356,2837,netbanking,success,,2026-07-18 19:29:00
TXN00343,C0709,7442,card,success,,2026-07-03 20:19:00
TXN00344,C0471,9457,wallet,success,,2026-08-05 06:46:00
TXN00345,C0621,8813,card,success,,2026-07-22 22:11:00
TXN00346,C0888,3083,netbanking,success,,2026-07-22 05:40:00
TXN00347,C0591,1404,card,success,,2026-08-26 07:58:00
TXN00348,C0902,744,card,success,,2026-07-19 09:09:00
TXN00349,C0673,12558,card,success,,2026-08-15 06:19:00
TXN00350,C0439,12031,upi,success,,2026-07-17 19:56:00
TXN00351,C0531,1423,netbanking,success,,2026-07-18 10:30:00
TXN00352,C0127,3372,upi,failed,invalid_card,2026-07-17 06:30:00
TXN00353,C0205,9159,upi,success,,2026-07-31 20:07:00
TXN00354,C0029,6650,upi,success,,2026-07-27 08:28:00
TXN00355,C0445,12049,card,success,,2026-08-27 20:19:00
TXN00356,C0966,14194,upi,success,,2026-08-27 08:05:00
TXN00357,C0719,6720,upi,success,,2026-08-09 20:07:00
TXN00358,C0464,854,netbanking,success,,2026-07-27 12:20:00
TXN00359,C0280,7021,upi,failed,insufficient_funds,2026-07-04 05:32:00
TXN00360,C0151,2646,card,success,,2026-08-20 06:10:00
TXN00361,C0240,6092,upi,success,,2026-07-05 22:04:00
TXN00362,C0266,8612,upi,success,,2026-08-01 16:30:00
TXN00363,C0694,3866,upi,success,,2026-08-06 23:56:00
TXN00364,C0105,4477,card,success,,2026-08-25 17:08:00
TXN00365,C0937,4602,upi,failed,bank_declined,2026-07-02 20:15:00
TXN00366,C0433,2769,netbanking,success,,2026-08-10 02:32:00
TXN00367,C0913,5715,upi,refunded,,2026-08-03 02:30:00
TXN00368,C0497,9405,upi,failed,network_error,2026-07-04 15:52:00
TXN00369,C0440,10443,upi,success,,2026-07-01 03:38:00
TXN00370,C0748,4185,upi,success,,2026-07-27 00:31:00
TXN00371,C0685,13335,card,success,,2026-08-03 20:42:00
TXN00372,C0158,8367,netbanking,success,,2026-07-15 22:35:00
TXN00373,C0172,13291,card,success,,2026-07-24 19:47:00
TXN00374,C0494,7648,upi,success,,2026-08-24 15:21:00
TXN00375,C0970,4510,upi,success,,2026-07-13 11:46:00
TXN00376,C0311,3219,upi,success,,2026-08-28 18:24:00
TXN00377,C0403,3881,wallet,failed,network_error,2026-08-19 00:40:00
TXN00378,C0669,9835,upi,success,,2026-08-08 02:48:00
TXN00379,C0770,4396,card,success,,2026-07-09 01:23:00
TXN00380,C0676,11402,upi,success,,2026-08-17 05:44:00
TXN00381,C0659,772,upi,success,,2026-07-21 01:37:00
TXN00382,C0903,9724,upi,success,,2026-07-14 01:22:00
TXN00383,C0666,4953,upi,success,,2026-07-12 09:31:00
TXN00384,C0463,7282,card,failed,bank_declined,2026-08-11 22:39:00
TXN00385,C0367,4202,upi,success,,2026-08-12 03:32:00
TXN00386,C0550,5829,card,success,,2026-08-10 01:16:00
TXN00387,C0643,11526,upi,success,,2026-07-09 20:50:00
TXN00388,C0870,14144,wallet,success,,2026-08-21 01:13:00
TXN00389,C0255,12478,upi,success,,2026-07-26 23:49:00
TXN00390,C0208,8617,netbanking,success,,2026-08-11 06:29:00
TXN00391,C0450,4400,card,refunded,,2026-08-18 16:05:00
TXN00392,C0095,2197,wallet,success,,2026-07-15 02:57:00
TXN00393,C0860,9163,upi,success,,2026-08-29 20:21:00
TXN00394,C0839,7622,card,success,,2026-07-18 00:27:00
TXN00395,C0478,4724,upi,success,,2026-08-11 09:16:00
TXN00396,C0683,8825,upi,failed,insufficient_funds,2026-08-18 23:09:00
TXN00397,C0762,13718,upi,failed,insufficient_funds,2026-07-06 20:36:00
TXN00398,C0190,11491,upi,success,,2026-07-08 00:06:00
TXN00399,C0711,11121,wallet,success,,2026-08-27 19:56:00
TXN00400,C0484,3607,upi,success,,2026-07-14 18:51:00
TXN00401,C0733,6931,card,success,,2026-07-28 14:12:00
TXN00402,C0536,7995,card,failed,insufficient_funds,2026-07-11 07:22:00
TXN00403,C0756,11532,upi,success,,2026-07-02 05:05:00
TXN00404,C0423,9257,card,failed,insufficient_funds,2026-07-09 19:37:00
TXN00405,C0836,2993,upi,success,,2026-07-03 16:39:00
TXN00406,C0640,7534,card,failed,network_error,2026-08-29 12:17:00
TXN00407,C0605,3111,upi,success,,2026-07-13 20:19:00
TXN00408,C0812,8152,netbanking,success,,2026-07-25 07:55:00
TXN00409,C0133,2615,card,failed,insufficient_funds,2026-07-13 22:51:00
TXN00410,C0055,450,wallet,success,,2026-08-22 05:44:00
TXN00411,C0989,5151,upi,success,,2026-08-23 03:24:00
TXN00412,C0510,8298,upi,failed,bank_declined,2026-07-26 20:49:00
TXN00413,C0670,12149,upi,failed,bank_declined,2026-07-17 13:29:00
TXN00414,C0541,5489,upi,success,,2026-08-20 21:49:00
TXN00415,C0410,8302,upi,success,,2026-07-21 04:36:00
TXN00416,C0211,7457,card,success,,2026-08-18 16:43:00
TXN00417,C0666,13048,upi,success,,2026-07-24 00:04:00
TXN00418,C0293,5765,upi,success,,2026-07-11 23:07:00
TXN00419,C0987,6637,netbanking,success,,2026-08-07 03:02:00
TXN00420,C0734,9310,card,success,,2026-08-29 17:04:00
TXN00421,C0115,1373,upi,success,,2026-08-19 07:55:00
TXN00422,C0949,11595,upi,success,,2026-07-03 16:01:00
TXN00423,C0670,8824,upi,success,,2026-08-01 04:10:00
